#Elems  time(s)
500      0,0958
1000     0,380933333333333
1500     0,909333333333333
2000     1,679
2500     2,72206666666667
3000     4,04713333333333
3500     5,28593333333333
4000     7,0103
4500     8,8816
5000     10,9922
