#Elems  time(s)
500     0,039866666666667
1000    0,401333333333333
1500    0,954
2000    1,756
2500    2,86566666666667
3000    4,223
3500    5,556
4000    7,35933333333333
4500    9,32833333333333
5000    11,5476666666667
